N,P,K,temperature,humidity,ph,rainfall,label,yield
102.72,15.35,50.98,33.26,92.34,6.71,28.35,muskmelon,8.19
100.78,13.67,48.36,29.21,93.87,6.03,20.69,muskmelon,10.99
107.7,14.41,52.7,33.95,97.14,6.74,27.12,muskmelon,9.12
98.68,12.86,50.83,35.38,97.87,6.98,23.37,muskmelon,8.02
104.57,18.08,50.42,28.7,92.81,6.82,25.64,muskmelon,11.38
96.61,12.83,54.98,37.64,90.69,7.0,31.88,muskmelon,10.95
103.56,14.21,55.49,31.38,92.53,6.99,31.46,muskmelon,10.4
105.33,16.38,50.54,31.57,91.61,6.75,28.96,muskmelon,8.01
95.2,13.14,50.13,36.42,93.51,6.55,26.37,muskmelon,14.93
100.39,11.21,57.37,33.3,91.68,6.88,26.3,muskmelon,12.07
106.54,19.27,55.22,37.61,91.59,6.23,31.05,muskmelon,13.43
95.22,18.57,49.24,31.17,94.18,6.96,28.02,muskmelon,14.21
99.4,14.41,53.48,32.65,91.99,6.67,26.1,muskmelon,9.27
101.38,16.02,49.38,32.86,95.66,6.92,27.6,muskmelon,9.63
102.77,13.39,54.94,35.96,92.3,6.82,32.11,muskmelon,11.75
103.98,12.81,56.2,36.83,93.7,6.12,21.07,muskmelon,18.67
97.01,18.35,50.63,35.84,96.7,6.43,31.88,muskmelon,9.58
102.44,12.2,56.13,31.11,90.44,6.61,31.44,muskmelon,13.23
106.33,11.14,50.7,33.59,95.38,6.49,29.4,muskmelon,10.79
102.68,16.0,55.17,33.96,97.59,6.74,20.07,muskmelon,16.57
106.82,15.04,55.16,31.84,97.55,6.15,33.12,muskmelon,19.67
98.27,13.61,52.38,31.13,97.99,6.18,21.06,muskmelon,16.45
105.91,16.16,52.27,31.79,97.3,6.16,33.74,muskmelon,16.91
96.4,10.89,52.7,36.73,97.58,6.11,20.96,muskmelon,15.68
102.63,15.54,56.98,37.97,90.33,6.37,23.61,muskmelon,18.25
104.37,12.29,58.66,34.15,96.62,6.87,31.12,muskmelon,15.55
108.81,12.87,52.28,33.11,97.68,6.46,25.36,muskmelon,10.03
98.52,10.86,58.72,34.47,92.01,6.23,28.41,muskmelon,15.74
102.1,18.04,55.47,28.29,96.34,6.73,29.77,muskmelon,19.35
98.09,15.25,51.32,31.55,96.53,6.46,20.21,muskmelon,12.6
100.83,17.72,49.08,36.07,94.01,6.5,20.54,muskmelon,12.31
109.79,13.43,54.15,34.03,96.87,6.46,32.63,muskmelon,13.21
101.24,10.74,48.48,35.08,94.27,6.03,26.0,muskmelon,10.6
107.68,10.34,57.19,30.54,97.01,6.18,22.46,muskmelon,16.29
99.76,10.18,53.42,33.97,92.97,6.22,27.17,muskmelon,8.32
109.49,12.4,48.31,33.16,97.65,6.87,28.63,muskmelon,12.97
104.27,13.22,52.1,35.17,90.38,6.4,28.37,muskmelon,10.52
105.33,11.04,58.76,35.57,97.31,6.07,30.45,muskmelon,15.5
98.5,18.63,50.22,31.45,95.69,6.14,24.73,muskmelon,19.42
106.02,17.44,53.66,32.32,90.87,6.52,26.13,muskmelon,12.23
96.59,19.06,48.64,33.88,92.12,6.58,29.72,muskmelon,13.28
95.49,11.02,57.42,32.81,90.55,6.86,28.97,muskmelon,19.92
100.1,12.88,57.41,35.98,94.17,6.42,29.02,muskmelon,9.69
109.05,12.91,48.08,37.63,90.51,6.33,26.78,muskmelon,19.56
95.59,17.65,59.93,36.02,95.85,6.37,23.93,muskmelon,14.87
95.19,18.22,54.69,31.97,97.72,6.08,20.99,muskmelon,9.56
108.03,15.63,57.26,33.55,92.81,6.91,20.51,muskmelon,8.15
98.72,19.61,57.03,30.29,94.95,6.76,31.27,muskmelon,9.71
104.85,11.55,56.02,30.75,92.97,6.63,34.24,muskmelon,10.13
103.68,14.49,50.49,35.83,92.65,6.01,32.27,muskmelon,19.8
105.99,16.14,48.65,28.28,97.75,6.83,23.2,muskmelon,18.3
97.03,19.24,55.44,29.92,97.37,6.97,21.08,muskmelon,14.58
95.54,17.44,48.76,31.17,95.81,6.38,20.46,muskmelon,12.91
108.28,10.37,48.12,28.05,91.13,6.47,24.82,muskmelon,14.54
106.16,18.61,50.36,33.09,94.36,6.28,33.64,muskmelon,17.49
99.97,15.67,57.4,31.04,94.21,6.91,30.37,muskmelon,13.32
100.17,11.82,54.4,28.42,92.55,6.22,23.11,muskmelon,18.39
96.13,11.34,52.93,33.3,94.07,6.31,27.51,muskmelon,18.11
98.18,17.78,48.04,29.66,90.16,6.31,25.29,muskmelon,11.52
102.8,10.46,51.91,33.13,90.09,6.58,27.6,muskmelon,19.2
98.28,10.97,49.41,35.8,94.1,6.73,25.39,muskmelon,12.01
103.17,11.99,52.03,37.34,91.84,6.83,22.55,muskmelon,16.43
103.68,19.03,59.08,28.48,94.66,6.38,24.2,muskmelon,11.88
109.66,14.84,51.59,36.8,93.82,6.37,29.49,muskmelon,19.97
106.87,12.14,53.89,31.69,96.71,6.13,32.62,muskmelon,14.72
109.15,11.16,53.03,32.83,93.51,6.27,34.26,muskmelon,15.67
99.33,18.04,57.38,35.34,91.46,6.11,30.5,muskmelon,11.32
101.28,12.2,57.1,33.22,97.67,6.68,27.58,muskmelon,11.88
106.02,18.98,48.58,31.37,96.21,6.28,33.02,muskmelon,11.61
99.36,12.51,51.88,34.93,90.31,6.69,27.41,muskmelon,17.98
96.77,12.42,58.39,35.17,97.84,6.13,24.51,muskmelon,19.43
106.17,19.18,49.14,33.33,90.42,6.91,26.3,muskmelon,14.96
96.6,16.64,49.0,30.35,97.68,6.62,32.92,muskmelon,14.45
104.75,13.41,54.23,32.46,96.88,6.05,31.61,muskmelon,14.25
106.33,16.73,59.29,34.34,91.81,6.47,26.74,muskmelon,17.91
103.31,15.59,52.92,34.34,92.78,6.8,33.67,muskmelon,15.82
97.22,15.45,54.05,33.32,96.76,6.7,28.57,muskmelon,17.78
99.44,18.49,49.64,32.11,91.95,6.3,30.95,muskmelon,19.87
102.18,16.05,54.85,36.12,96.04,6.75,23.79,muskmelon,19.33
96.34,14.47,50.81,29.41,94.21,6.13,33.64,muskmelon,12.35
99.25,15.82,57.01,28.61,93.75,6.22,20.21,muskmelon,18.48
4.14,4.09,206.11,14.23,91.39,7.09,181.46,apple,5.51
0.47,1.8,199.13,13.11,93.49,6.73,195.53,apple,12.42
2.88,4.62,203.4,17.55,95.2,5.58,140.65,apple,13.98
3.01,0.0,202.54,13.0,92.43,6.84,149.72,apple,9.67
5.7,9.15,206.03,16.5,94.75,6.28,184.14,apple,14.26
4.68,9.61,205.57,17.16,92.61,6.03,149.41,apple,12.13
0.14,9.86,206.58,17.27,93.08,7.16,172.71,apple,14.25
6.46,6.65,208.1,13.91,94.58,7.05,122.27,apple,12.14
1.34,5.65,206.84,13.25,95.32,6.58,170.8,apple,6.01
0.86,2.19,204.85,16.59,97.86,6.65,130.14,apple,10.36
3.34,4.03,198.94,14.11,93.99,6.62,107.71,apple,12.62
2.57,6.15,199.45,14.0,95.5,7.4,119.92,apple,7.26
6.22,1.1,203.97,17.53,90.37,6.39,179.8,apple,14.18
2.24,1.58,199.39,12.62,93.92,6.72,129.15,apple,14.91
5.85,2.3,200.61,17.55,97.29,7.29,134.5,apple,6.68
7.84,8.54,205.07,16.28,97.16,5.58,186.6,apple,8.03
0.46,5.63,206.19,16.22,94.51,5.8,155.98,apple,6.43
7.01,9.21,206.0,17.08,96.42,6.25,172.14,apple,12.36
4.66,0.29,205.37,16.31,96.68,5.8,183.42,apple,12.86
2.6,4.52,206.19,14.73,96.2,6.02,168.68,apple,9.82
6.72,1.33,208.92,12.4,95.16,7.27,155.61,apple,14.65
6.92,7.94,206.51,16.45,94.07,6.89,198.09,apple,6.52
7.25,7.59,199.36,15.78,97.49,5.52,137.16,apple,10.9
7.49,9.08,199.94,16.94,90.2,6.25,111.38,apple,9.13
7.01,9.71,204.92,13.78,92.73,5.51,106.38,apple,6.94
5.75,4.27,199.93,16.39,95.94,7.14,199.91,apple,12.62
4.9,3.25,205.48,16.52,94.11,6.59,146.31,apple,11.68
7.01,7.02,199.32,16.9,92.29,7.26,144.07,apple,8.96
7.3,9.63,202.31,17.79,97.24,5.85,154.82,apple,11.69
3.61,1.37,207.43,13.37,96.47,6.97,172.84,apple,13.0
2.41,9.45,205.69,12.72,94.77,7.36,111.42,apple,10.7
3.21,3.16,207.63,16.27,92.28,5.71,130.39,apple,10.44
2.49,9.6,204.64,13.16,97.34,6.28,128.81,apple,14.58
5.75,2.05,203.92,14.17,96.82,7.42,116.96,apple,13.2
6.48,8.72,205.55,14.66,96.93,6.8,129.87,apple,8.49
1.79,7.63,198.22,17.67,92.26,7.36,117.37,apple,8.76
1.67,9.64,198.78,13.69,90.02,7.37,127.82,apple,13.21
1.33,7.31,207.33,16.91,93.08,6.01,148.09,apple,8.89
4.45,1.5,206.23,16.7,91.15,7.4,107.1,apple,12.39
6.15,3.41,208.14,16.48,95.43,5.5,120.98,apple,10.83
5.25,6.49,207.79,16.16,94.55,5.77,133.36,apple,12.26
7.03,7.12,203.19,16.4,92.36,6.29,101.22,apple,12.27
0.73,8.31,203.43,12.87,90.84,5.64,100.26,apple,10.28
7.62,9.33,199.8,17.44,93.38,5.71,191.26,apple,6.0
5.79,2.56,204.67,15.91,94.37,6.1,122.11,apple,8.54
1.99,4.55,202.12,17.82,96.49,7.4,166.25,apple,12.42
3.7,9.61,209.47,15.85,90.49,6.47,148.98,apple,12.73
2.55,0.62,206.97,17.93,90.17,7.15,164.08,apple,13.33
5.71,5.87,209.91,13.57,93.05,7.22,146.27,apple,5.14
5.3,7.98,202.09,14.62,90.17,6.67,178.8,apple,9.45
2.59,8.13,209.96,14.23,95.37,5.88,165.98,apple,10.87
7.2,1.58,200.04,17.09,96.46,6.93,118.78,apple,10.53
2.4,0.22,203.67,15.53,94.43,5.95,128.73,apple,7.48
7.8,9.57,206.64,12.18,96.37,6.61,132.62,apple,6.71
4.05,5.33,200.16,13.54,92.18,7.41,184.08,apple,5.96
2.03,7.12,201.78,16.73,93.78,6.92,142.41,apple,11.07
2.67,6.6,201.53,17.08,94.06,5.78,167.81,apple,10.17
3.48,6.09,200.44,16.22,94.67,6.77,171.26,apple,11.33
6.75,5.3,209.21,14.57,97.96,5.86,131.91,apple,8.35
4.5,3.64,205.8,13.24,92.48,6.95,125.79,apple,5.25
3.32,6.03,201.98,17.59,92.57,5.91,144.76,apple,6.43
3.24,8.21,198.04,13.0,95.42,6.51,122.09,apple,12.49
2.53,3.46,206.89,12.35,95.1,5.78,117.89,apple,11.66
2.4,4.15,202.37,13.58,90.35,7.29,154.21,apple,13.32
1.27,4.85,207.62,12.27,91.49,6.01,197.59,apple,12.49
5.46,7.73,199.83,16.75,96.45,6.21,123.42,apple,10.54
2.11,6.04,207.88,17.29,90.09,7.4,174.62,apple,5.13
1.74,5.19,199.53,14.3,96.33,7.2,126.57,apple,6.08
1.96,3.17,204.31,12.27,96.06,7.22,166.89,apple,8.17
2.8,7.21,202.69,16.24,91.13,6.21,176.42,apple,11.19
4.95,6.99,205.18,15.86,94.79,7.14,124.24,apple,7.58
7.14,6.43,199.21,16.84,93.16,6.81,162.27,apple,12.19
2.39,2.92,206.71,12.94,91.24,6.29,104.66,apple,7.06
6.88,4.45,206.36,12.2,95.23,7.22,160.44,apple,13.6
2.01,4.5,200.78,12.56,97.71,5.6,198.43,apple,12.94
2.63,4.53,203.91,13.39,96.85,6.56,195.25,apple,12.91
3.42,0.03,208.18,17.76,96.86,7.45,187.81,apple,6.42
2.07,7.85,202.86,16.47,95.36,5.74,107.24,apple,9.14
4.09,5.18,202.06,13.73,94.06,6.61,174.21,apple,14.61
5.3,9.25,208.84,14.47,92.64,6.05,118.6,apple,9.03
5.19,8.31,209.01,12.91,95.95,6.38,193.74,apple,11.6
1.63,5.09,209.2,15.65,97.69,6.47,152.16,apple,12.12
1.68,3.56,202.8,15.08,94.91,6.62,145.24,apple,14.27
0.05,9.0,202.66,15.11,90.66,5.62,149.61,apple,5.31
6.67,9.15,208.25,15.04,92.53,7.38,158.01,apple,10.74
0.4,8.58,208.0,12.73,92.37,6.09,191.56,apple,8.35
3.18,8.1,199.81,16.88,91.82,5.81,143.02,apple,14.58
6.76,1.94,204.02,17.61,92.43,5.89,181.51,apple,5.57
1.46,5.51,205.82,14.6,90.6,6.09,186.44,apple,5.77
6.56,2.91,198.09,14.69,93.99,6.31,136.01,apple,9.69
5.88,3.51,205.4,14.83,93.51,6.83,157.05,apple,13.92
1.36,2.62,200.67,16.95,91.05,5.77,129.56,apple,14.37
4.57,2.35,200.68,12.53,91.69,5.67,192.98,apple,13.8
1.0,5.36,209.76,17.36,96.95,5.99,143.3,apple,10.54
2.97,9.87,202.16,15.28,92.58,6.66,199.96,apple,7.57
5.94,0.37,209.49,14.66,94.57,6.08,161.24,apple,8.75
7.59,8.94,199.39,17.7,92.83,6.57,187.67,apple,10.39
4.04,2.6,203.19,12.55,90.03,6.26,182.87,apple,11.96
4.83,5.47,208.61,14.29,93.12,6.62,190.02,apple,7.06
3.27,3.84,206.49,15.05,95.84,7.4,130.6,apple,5.65
9.85,13.76,11.1,14.88,94.5,6.51,88.33,orange,16.99
3.33,14.61,8.12,15.52,90.64,6.98,96.49,orange,13.49
8.4,18.7,11.32,18.93,94.51,6.88,75.3,orange,13.65
4.31,17.41,14.66,18.95,92.21,7.29,101.75,orange,11.44
0.96,14.99,14.23,23.31,95.12,6.08,114.96,orange,6.66
1.89,16.51,12.64,20.19,94.8,7.36,105.17,orange,7.1
3.76,10.49,14.19,14.62,94.77,6.24,102.43,orange,14.32
6.49,18.34,14.93,24.91,91.75,6.16,95.9,orange,9.76
1.81,12.86,9.7,19.71,93.07,7.22,81.46,orange,11.87
3.26,18.27,14.43,14.66,96.01,6.05,114.22,orange,7.81
7.22,16.11,12.25,18.62,95.39,7.1,109.33,orange,10.41
9.06,17.65,8.57,12.19,94.84,6.15,104.75,orange,6.85
4.26,13.27,10.56,12.86,91.3,6.95,113.64,orange,11.9
8.04,18.69,11.25,21.86,92.04,7.5,77.91,orange,14.99
7.98,15.44,12.59,20.93,91.65,6.05,108.93,orange,9.24
6.22,10.32,12.01,16.36,90.44,6.42,103.37,orange,16.04
4.91,10.25,14.17,19.8,94.19,7.4,97.44,orange,11.67
0.11,11.54,10.09,12.5,90.54,6.91,83.75,orange,9.31
8.81,17.18,14.21,16.3,97.68,6.85,113.36,orange,17.91
9.48,17.78,10.13,13.55,91.93,7.45,87.69,orange,15.19
1.35,12.93,11.21,17.49,97.96,7.13,103.11,orange,9.7
5.25,10.81,7.95,14.04,93.51,6.71,107.77,orange,14.1
9.28,10.25,9.86,13.98,96.57,6.48,89.81,orange,7.87
9.83,13.78,7.28,20.15,90.83,6.35,93.07,orange,15.73
9.59,17.41,12.93,24.65,94.18,6.82,92.66,orange,17.21
2.43,17.72,14.31,14.34,96.43,6.57,75.65,orange,8.6
6.02,11.57,10.81,22.85,95.17,6.19,89.31,orange,6.48
7.48,13.49,9.18,24.39,91.69,6.46,93.66,orange,11.53
3.52,14.22,9.29,15.23,97.15,7.28,100.56,orange,15.58
3.29,19.35,9.4,11.15,91.24,6.18,93.0,orange,11.41
4.69,13.57,14.59,17.19,95.35,7.39,78.18,orange,16.43
1.41,17.59,12.88,18.26,97.83,6.7,106.87,orange,13.71
8.27,18.23,14.29,13.32,96.15,6.09,103.19,orange,17.83
6.82,10.22,13.63,13.09,93.36,6.02,100.67,orange,10.21
0.82,14.24,7.09,17.77,90.2,7.36,112.12,orange,7.78
8.06,11.38,14.52,16.94,96.26,7.4,79.32,orange,8.53
0.52,19.92,14.36,22.98,90.45,7.42,88.01,orange,6.27
5.82,12.91,7.31,17.95,95.37,6.98,111.1,orange,12.14
6.76,13.48,12.73,15.52,95.15,7.35,100.97,orange,13.03
3.54,19.66,9.22,10.04,95.79,6.05,108.47,orange,14.99
9.04,18.3,7.21,16.21,97.73,7.35,97.02,orange,9.29
4.57,17.52,7.14,19.49,92.73,7.25,99.69,orange,9.63
6.56,13.38,14.52,21.04,90.28,6.96,108.14,orange,8.99
8.88,14.32,14.36,10.58,94.89,6.21,106.76,orange,14.98
8.12,13.84,7.69,15.17,93.31,6.93,96.61,orange,10.66
7.96,13.06,9.12,22.02,95.22,7.01,85.95,orange,17.59
3.19,14.37,7.21,21.08,97.86,7.12,104.17,orange,15.57
7.34,11.75,8.28,13.09,91.46,7.31,96.82,orange,9.25
4.82,13.92,11.42,13.16,94.59,6.93,81.5,orange,13.58
9.9,14.04,12.52,16.84,96.57,6.93,78.81,orange,15.93
8.84,14.79,7.4,19.62,96.26,7.35,81.67,orange,13.87
1.83,10.06,13.91,11.75,97.48,7.24,107.51,orange,10.21
5.53,10.24,13.4,12.54,90.47,6.73,80.9,orange,16.45
3.66,16.11,13.3,10.83,97.58,6.2,107.06,orange,13.79
0.03,17.19,8.5,18.5,92.23,6.98,85.42,orange,11.4
7.59,11.72,10.61,23.91,91.31,7.3,107.75,orange,7.6
8.81,18.94,9.43,11.98,96.06,7.07,105.69,orange,8.51
1.22,17.31,7.05,21.07,91.74,7.28,84.06,orange,17.5
1.58,15.88,14.12,11.33,91.27,7.44,76.38,orange,13.75
3.09,14.0,13.64,22.59,91.71,7.4,108.28,orange,8.7
7.12,14.9,13.01,12.52,91.65,6.53,82.45,orange,11.2
7.89,15.3,7.34,23.05,96.42,7.16,101.66,orange,17.56
5.54,15.81,14.38,23.02,97.91,6.69,101.75,orange,7.22
6.3,19.51,14.26,16.01,91.6,6.24,106.49,orange,8.45
0.44,18.77,11.49,17.84,97.62,6.23,88.53,orange,13.52
3.16,17.7,9.83,11.28,97.7,6.96,77.39,orange,15.15
5.74,13.59,10.8,15.57,92.69,7.33,105.48,orange,14.41
7.95,13.55,7.05,16.17,95.11,6.71,100.98,orange,8.15
0.69,11.28,11.51,21.17,97.42,7.32,104.2,orange,10.5
9.71,13.37,9.32,18.43,95.78,6.55,84.11,orange,16.91
8.65,10.8,7.7,24.38,96.32,6.54,112.04,orange,10.6
4.75,12.12,7.72,12.79,97.72,7.42,112.43,orange,8.02
5.82,19.81,9.82,10.01,95.73,7.4,86.94,orange,17.8
8.7,15.45,12.41,19.61,97.54,7.29,104.18,orange,9.13
0.45,19.22,9.35,17.94,97.82,6.3,87.88,orange,8.56
6.41,16.61,9.04,18.04,91.71,6.94,76.76,orange,12.9
6.44,12.24,10.15,16.61,96.97,6.82,78.47,orange,7.26
1.64,16.27,14.21,18.74,97.13,6.02,82.78,orange,6.44
5.95,18.13,13.82,11.57,92.97,6.01,86.47,orange,7.12
6.03,19.04,13.45,20.04,96.26,6.45,76.88,orange,14.58
3.07,18.62,14.57,22.44,91.62,7.33,110.44,orange,13.12
9.4,14.06,9.7,13.41,92.13,6.35,98.95,orange,11.14
8.36,11.06,11.92,22.85,97.79,7.17,111.12,orange,14.81
7.3,15.81,8.12,22.01,92.27,7.37,94.37,orange,9.83
1.94,17.35,7.34,14.97,97.16,6.06,95.12,orange,6.4
1.86,19.22,11.72,10.73,93.09,7.07,96.71,orange,6.14
0.35,18.5,7.29,23.42,93.44,6.6,78.23,orange,12.56
3.15,17.94,10.42,20.87,93.14,6.55,87.79,orange,10.67
9.93,12.74,11.64,11.13,94.11,6.24,109.9,orange,10.62
1.93,19.09,10.5,12.59,94.88,7.01,98.18,orange,17.89
1.6,18.29,10.0,13.47,90.55,6.21,109.02,orange,13.21
8.06,14.47,13.64,14.31,94.54,6.87,85.7,orange,11.99
2.82,11.38,8.92,23.38,96.45,6.43,99.78,orange,13.31
9.05,15.44,14.37,13.58,92.48,7.17,111.55,orange,6.92
1.44,17.32,14.92,10.33,90.06,6.89,108.36,orange,8.95
4.64,17.88,7.0,21.01,91.31,6.58,106.02,orange,17.7
0.71,17.97,10.93,10.02,93.5,6.79,97.21,orange,6.28
1.82,18.81,14.9,23.33,96.74,6.08,90.14,orange,16.59
6.44,16.62,9.97,16.5,91.77,6.49,93.1,orange,6.31
4.48,11.69,7.09,16.12,94.6,6.34,110.89,orange,14.11
51.73,58.3,57.93,39.82,92.75,6.74,191.78,papaya,28.49
49.5,58.28,48.35,30.22,90.0,6.82,183.11,papaya,42.17
59.04,50.44,54.48,34.01,92.98,7.14,180.09,papaya,15.66
50.52,57.55,55.13,36.05,95.66,7.44,173.5,papaya,36.23
53.57,58.13,51.0,32.53,94.01,6.93,128.49,papaya,15.52
49.36,57.98,52.47,25.27,90.17,6.79,133.44,papaya,27.25
50.62,55.13,53.6,37.07,96.3,6.61,188.64,papaya,23.9
49.38,58.29,59.63,36.44,92.37,6.72,148.95,papaya,37.63
56.01,51.9,54.71,39.34,96.25,6.8,151.22,papaya,49.99
59.23,59.08,56.68,37.57,95.57,6.69,178.31,papaya,25.06
50.89,57.2,51.31,31.91,91.64,7.17,179.64,papaya,17.59
54.83,52.36,51.13,30.92,90.42,6.73,125.5,papaya,42.62
48.25,56.2,54.76,35.0,93.57,7.29,165.95,papaya,47.73
53.86,59.93,49.34,35.11,95.16,7.24,173.15,papaya,25.82
53.41,57.41,49.41,27.81,91.56,6.72,144.96,papaya,29.6
49.45,52.91,51.42,35.16,95.25,6.98,145.82,papaya,45.98
53.95,53.02,53.53,30.66,97.22,6.6,150.0,papaya,49.27
51.69,57.18,53.78,38.01,91.98,6.52,168.22,papaya,25.79
59.11,56.71,48.31,28.93,93.43,6.8,138.75,papaya,43.6
52.42,56.24,50.84,33.32,92.21,6.62,129.45,papaya,34.71
48.96,55.8,58.96,39.51,91.37,6.69,177.18,papaya,45.06
52.6,55.51,54.81,32.13,93.55,7.27,154.5,papaya,29.27
58.34,50.63,56.12,38.68,93.77,6.6,146.27,papaya,29.45
57.38,50.82,58.03,25.07,91.5,7.47,135.04,papaya,16.64
51.31,53.18,51.98,31.47,94.78,6.82,183.71,papaya,42.88
48.77,59.78,53.08,26.1,95.18,6.86,122.71,papaya,32.49
56.71,59.93,58.5,34.1,94.76,6.59,183.33,papaya,37.17
55.82,58.7,56.09,35.63,92.44,6.86,199.72,papaya,23.5
57.57,53.16,53.56,35.02,93.84,6.71,139.19,papaya,15.58
50.88,57.92,55.33,37.36,96.18,6.94,173.75,papaya,42.82
57.27,57.46,57.73,35.25,91.03,7.17,130.74,papaya,37.77
51.95,58.97,56.96,34.38,94.26,7.05,154.87,papaya,16.66
58.65,53.2,59.43,30.99,93.23,6.97,146.79,papaya,30.61
48.52,56.13,49.99,27.81,92.89,7.03,150.95,papaya,15.86
57.14,52.17,50.26,30.22,93.2,6.6,136.45,papaya,30.93
55.82,51.21,52.79,34.68,96.98,7.35,153.76,papaya,39.01
50.44,58.65,56.3,28.86,92.11,6.87,194.99,papaya,18.05
49.58,51.86,58.11,28.83,90.1,7.16,124.67,papaya,36.84
57.24,56.49,57.69,25.3,97.33,6.7,156.63,papaya,23.69
48.12,55.44,48.23,32.85,95.98,7.49,122.69,papaya,42.85
58.24,58.2,50.46,33.23,91.5,7.09,183.03,papaya,43.84
55.28,56.91,57.08,29.59,90.23,6.55,193.43,papaya,31.88
58.01,56.54,54.68,38.9,97.99,7.42,130.64,papaya,38.68
57.83,57.26,52.13,29.68,97.5,7.23,153.9,papaya,38.86
49.0,56.62,50.94,31.92,97.99,6.83,198.41,papaya,44.55
55.84,53.87,59.85,37.67,92.74,6.96,166.43,papaya,45.81
51.45,50.74,56.19,31.38,97.4,6.53,167.72,papaya,32.37
55.89,53.31,54.89,26.35,94.1,7.19,152.6,papaya,28.19
59.91,52.72,53.87,33.82,95.33,6.83,196.89,papaya,21.68
56.9,53.38,49.29,32.9,95.02,6.71,167.72,papaya,22.37
57.5,54.51,52.76,30.02,90.74,7.48,156.55,papaya,28.14
58.52,59.24,52.08,28.43,97.51,7.39,123.71,papaya,43.47
58.93,53.67,50.11,25.24,91.83,7.27,156.32,papaya,19.93
57.38,56.39,56.85,39.56,91.27,6.61,137.71,papaya,32.35
51.52,53.72,54.49,31.12,93.39,7.32,173.07,papaya,27.29
53.83,58.18,57.48,36.49,90.51,7.21,154.62,papaya,33.13
53.34,50.68,53.62,33.91,94.32,7.1,168.52,papaya,32.54
54.92,54.26,52.78,32.46,94.22,6.68,171.55,papaya,44.81
50.45,57.49,54.95,25.08,94.64,6.81,142.88,papaya,23.18
57.34,59.2,55.77,28.09,92.41,6.64,152.01,papaya,31.67
58.74,55.52,56.56,25.42,92.9,7.2,192.64,papaya,47.23
57.39,55.18,51.57,39.61,91.22,6.57,172.43,papaya,36.18
57.01,59.85,58.98,38.39,90.94,6.95,139.34,papaya,37.16
49.13,51.45,48.37,35.88,91.06,7.08,128.73,papaya,29.47
49.93,59.48,49.64,37.48,92.22,7.2,121.93,papaya,18.69
57.5,55.41,58.16,31.31,93.78,7.08,189.76,papaya,28.96
49.0,54.35,56.33,31.99,90.22,7.07,140.23,papaya,41.63
49.07,51.62,53.28,33.95,91.88,7.12,151.21,papaya,48.29
51.88,53.42,58.08,26.47,96.75,7.24,195.93,papaya,18.74
56.31,54.72,53.25,33.22,91.14,7.02,146.66,papaya,19.44
48.92,51.24,54.66,38.48,96.7,7.34,128.38,papaya,42.75
59.89,50.16,56.63,27.58,92.34,7.26,156.44,papaya,27.64
54.09,50.14,49.94,29.98,96.94,7.07,190.05,papaya,45.73
55.59,50.62,53.11,30.09,95.03,6.93,167.77,papaya,25.79
59.36,52.72,55.08,27.69,92.02,6.92,177.75,papaya,15.92
55.73,59.36,53.17,25.66,91.61,6.92,150.29,papaya,31.22
56.44,50.38,49.63,25.06,97.49,6.85,130.38,papaya,34.05
49.44,57.13,59.88,31.63,94.81,7.12,144.34,papaya,36.84
51.42,50.19,57.01,32.59,92.0,6.56,190.79,papaya,43.16
51.01,52.72,55.11,29.91,97.79,6.85,164.53,papaya,22.32
52.66,58.65,59.06,32.35,95.86,7.41,151.26,papaya,46.24
51.92,56.38,56.59,32.0,92.49,7.04,120.19,papaya,27.42
51.96,58.54,59.12,35.79,96.2,6.7,147.39,papaya,37.59
48.71,58.69,58.35,38.56,94.79,7.48,137.47,papaya,15.43
59.87,58.65,56.57,31.53,92.76,7.39,166.36,papaya,19.35
59.43,56.8,54.01,34.15,95.43,7.13,166.82,papaya,31.74
50.38,50.89,49.69,39.89,97.35,6.96,164.75,papaya,26.65
51.95,52.33,57.14,31.57,91.9,6.81,183.66,papaya,19.32
58.76,52.16,59.45,30.83,96.06,6.76,186.83,papaya,27.22
52.85,59.41,50.12,30.59,96.91,6.74,170.84,papaya,42.85
49.15,54.75,50.18,39.58,94.03,6.51,183.23,papaya,38.18
50.8,51.49,52.7,27.15,97.72,6.93,129.93,papaya,49.91
48.46,57.62,49.28,30.58,96.12,7.1,181.24,papaya,38.58
59.77,53.82,57.26,29.18,91.07,6.72,162.03,papaya,17.49
58.22,58.98,56.99,37.58,91.62,7.11,132.14,papaya,20.51
53.34,59.06,54.73,31.47,91.43,6.55,149.0,papaya,17.68
55.67,56.99,53.41,25.17,92.81,7.05,147.14,papaya,40.12
51.88,55.02,59.65,32.73,95.33,6.83,122.82,papaya,28.82
53.51,55.56,53.58,28.1,97.6,7.26,169.65,papaya,26.82
54.36,51.3,54.63,29.95,91.79,6.93,153.24,papaya,36.47
9.62,8.17,31.86,29.16,95.08,7.55,104.61,coconut,99.72
3.69,0.86,39.27,29.3,91.06,6.5,124.74,coconut,57.12
8.15,2.4,40.41,26.07,95.1,5.78,104.54,coconut,51.13
8.76,0.1,41.63,29.33,90.38,7.94,169.83,coconut,91.12
2.98,5.54,41.02,29.69,96.31,5.25,156.8,coconut,49.7
2.23,2.9,28.12,29.53,91.56,5.01,105.18,coconut,58.26
8.53,0.78,28.59,31.13,95.32,6.7,129.88,coconut,68.88
8.91,8.67,28.92,31.76,91.3,5.5,181.1,coconut,54.29
